match_id,team
1197397,Canada
1197397,Cayman Islands
1197398,Bermuda
1197398,Canada
1197399,Cayman Islands
1197399,United States of America
1197400,Bermuda
1197400,Cayman Islands
1197401,Canada
1197401,United States of America
1197402,Canada
1197402,Cayman Islands
1197403,United States of America
1197403,Bermuda
1197404,Cayman Islands
1197404,United States of America
1197406,Canada
1197406,United States of America
1197407,Bermuda
1197407,Cayman Islands
1197507,Namibia
1197507,Botswana
1197508,Namibia
1197508,Botswana
1197509,Namibia
1197509,Botswana
1197510,Namibia
1197510,Botswana
1197521,Ireland
1197521,Netherlands
1197522,Oman
1197522,Ireland
1197523,Hong Kong
1197523,Nepal
1197524,Nepal
1197524,Netherlands
1197525,Hong Kong
1197525,Ireland
1197526,Ireland
1197526,Nepal
1197527,Oman
1197527,Netherlands
1197528,Hong Kong
1197528,Netherlands
1197529,Oman
1197529,Nepal
1198217,Singapore
1198217,Malaysia
1198218,Singapore
1198218,Malaysia
1198219,Singapore
1198219,Malaysia
1198235,England
1198235,Australia
1198236,Australia
1198236,England
1198237,England
1198237,Australia
1198244,England
1198244,Pakistan
1198245,Pakistan
1198245,England
1198246,Pakistan
1198246,England
1198475,West Indies
1198475,Australia
1198476,West Indies
1198476,Australia
1198477,West Indies
1198477,Australia
1198478,India
1198478,South Africa
1198481,India
1198481,South Africa
1198482,India
1198482,South Africa
1198489,Pakistan
1198489,Sri Lanka
1198490,Pakistan
1198490,Sri Lanka
1198491,Pakistan
1198491,Sri Lanka
1199499,Scotland
1199499,Singapore
1199500,Hong Kong
1199500,Ireland
1199501,Kenya
1199501,Netherlands
1199502,United Arab Emirates
1199502,Oman
1199503,Bermuda
1199503,Papua New Guinea
1199504,Jersey
1199504,Nigeria
1199505,Namibia
1199505,Netherlands
1199506,Kenya
1199506,Scotland
1199507,United Arab Emirates
1199507,Ireland
1199508,Namibia
1199508,Papua New Guinea
1199509,Canada
1199509,Jersey
1199510,Bermuda
1199510,Singapore
1199511,Hong Kong
1199511,Oman
1199512,Papua New Guinea
1199512,Scotland
1199513,United Arab Emirates
1199513,Hong Kong
1199514,Ireland
1199514,Oman
1199515,Bermuda
1199515,Kenya
1199516,Canada
1199516,Nigeria
1199517,Namibia
1199517,Scotland
1199518,Netherlands
1199518,Singapore
1199519,United Arab Emirates
1199519,Jersey
1199520,Bermuda
1199520,Namibia
1199521,Nigeria
1199521,Oman
1199522,Kenya
1199522,Singapore
1199523,Canada
1199523,Ireland
1199524,Hong Kong
1199524,Jersey
1199525,Netherlands
1199525,Papua New Guinea
1199526,United Arab Emirates
1199526,Nigeria
1199527,Canada
1199527,Hong Kong
1199528,Bermuda
1199528,Scotland
1199529,Papua New Guinea
1199529,Singapore
1199530,Ireland
1199530,Jersey
1199531,Kenya
1199531,Namibia
1199532,Canada
1199532,Oman
1199533,Ireland
1199533,Nigeria
1199534,Bermuda
1199534,Netherlands
1199535,Namibia
1199535,Singapore
1199536,Kenya
