match_id,innings_number,over,ball_in_over,batting_team,player_out,kind,fielders
1001349,1,10,3,Australia,M Klinger,caught,SL Malinga
1001349,1,11,3,Australia,AJ Finch,caught,SL Malinga
1001349,1,15,1,Australia,MC Henriques,caught,CK Kapugedera
1001349,1,18,4,Australia,TM Head,caught,S Prasanna
1001349,1,18,5,Australia,AJ Turner,caught,S Prasanna
1001349,1,19,5,Australia,TD Paine,run out,CK Kapugedera|KMDN Kulasekara
1001349,2,0,6,Sri Lanka,WU Tharanga,caught,TD Paine
1001349,2,8,5,Sri Lanka,N Dickwella,caught,M Klinger
1001349,2,10,4,Sri Lanka,EMDY Munaweera,caught,AJ Finch
1001349,2,17,1,Sri Lanka,DAS Gunaratne,stumped,TD Paine
1001349,2,17,3,Sri Lanka,TAM Siriwardana,lbw,
1001351,1,2,4,Australia,AJ Finch,caught and bowled,
1001351,1,6,4,Australia,BR Dunk,bowled,
1001351,1,13,2,Australia,M Klinger,caught,N Dickwella
1001351,1,14,2,Australia,TM Head,caught,N Dickwella
1001351,1,15,6,Australia,AJ Turner,caught,TAM Siriwardana
1001351,1,16,6,Australia,JP Faulkner,lbw,
1001351,1,18,3,Australia,TD Paine,lbw,
1001351,1,19,3,Australia,PJ Cummins,bowled,
1001351,1,19,5,Australia,AJ Tye,lbw,
1001351,1,19,6,Australia,JA Richardson,bowled,
1001351,2,0,5,Sri Lanka,WU Tharanga,caught,JA Richardson
1001351,2,2,2,Sri Lanka,N Dickwella,caught,TD Paine
1001351,2,3,3,Sri Lanka,BKG Mendis,caught,TD Paine
1001351,2,4,3,Sri Lanka,EMDY Munaweera,caught,TD Paine
1001351,2,4,4,Sri Lanka,TAM Siriwardana,caught,AJ Turner
1001351,2,12,3,Sri Lanka,CK Kapugedera,caught,BR Dunk
1001351,2,15,2,Sri Lanka,S Prasanna,caught,TM Head
1001351,2,19,1,Sri Lanka,KMDN Kulasekara,caught,M Klinger
1001353,1,8,3,Australia,AJ Finch,caught,TAM Siriwardana
1001353,1,13,6,Australia,BR Dunk,caught,S Prasanna
1001353,1,18,2,Australia,TM Head,caught,CK Kapugedera
1001353,1,18,3,Australia,M Klinger,run out,MD Shanaka|BKG Mendis
1001353,1,18,6,Australia,AJ Turner,caught,CK Kapugedera
1001353,1,19,2,Australia,JP Faulkner,caught,CK Kapugedera
1001353,2,3,4,Sri Lanka,WU Tharanga,caught,JA Richardson
1001353,2,7,3,Sri Lanka,BKG Mendis,caught,PJ Cummins
1001353,2,8,1,Sri Lanka,EMDY Munaweera,caught,AJ Turner
1001353,2,9,3,Sri Lanka,DAS Gunaratne,lbw,
1001353,2,11,4,Sri Lanka,CK Kapugedera,bowled,
1001353,2,11,6,Sri Lanka,MD Shanaka,lbw,
1001353,2,14,6,Sri Lanka,S Prasanna,caught,JA Richardson
1001353,2,16,3,Sri Lanka,TAM Siriwardana,caught and bowled,
1001353,2,17,2,Sri Lanka,SL Malinga,run out,AJ Finch
1001353,2,17,6,Sri Lanka,JRMVB Sanjaya,run out,TD Paine|BR Dunk
1004729,1,4,5,Hong Kong,Aizaz Khan,caught,SP Terry
1004729,1,11,5,Hong Kong,Nizakat Khan,caught,WTS Porterfield
1004729,1,13,1,Hong Kong,Anshuman Rath,bowled,
1004729,1,16,1,Hong Kong,Babar Hayat,caught,CA Young
1004729,1,18,3,Hong Kong,Tanwir Afzal,run out,GJ Thompson
1004729,2,1,3,Ireland,WTS Porterfield,caught,Tanwir Afzal
1004729,2,2,5,Ireland,SP Terry,bowled,
1004729,2,4,6,Ireland,DA Rankin,bowled,
1004729,2,5,2,Ireland,JNK Shannon,caught,Nadeem Ahmed
1004729,2,12,2,Ireland,KJ O'Brien,caught,Tanveer Ahmed
1004729,2,15,2,Ireland,AR McBrine,stumped,C Carter
1004729,2,16,4,Ireland,GJ Thompson,caught,Nadeem Ahmed
1004729,2,17,5,Ireland,L Tucker,bowled,
1004729,2,18,3,Ireland,J Mulder,bowled,
1004729,2,19,3,Ireland,J Little,bowled,
1007655,1,4,3,Zimbabwe,H Masakadza,caught,MS Dhoni
1007655,1,5,2,Zimbabwe,R Mutumbami,retired hurt,
1007655,1,6,6,Zimbabwe,CJ Chibhabha,bowled,
1007655,1,12,4,Zimbabwe,MN Waller,bowled,
1007655,1,13,1,Zimbabwe,Sikandar Raza,run out,MK Pandey|AR Patel
1007655,1,15,1,Zimbabwe,CT Mutombodzi,caught,R Dhawan
1007655,1,17,1,Zimbabwe,AG Cremer,caught,R Dhawan
1007655,2,0,1,India,KL Rahul,bowled,
1007655,2,5,5,India,AT Rayudu,bowled,
1007655,2,7,4,India,Mandeep Singh,caught,CT Mutombodzi
1007655,2,12,2,India,KM Jadhav,bowled,
1007655,2,17,2,India,MK Pandey,caught,DT Tiripano
1007655,2,19,2,India,AR Patel,caught,WP Masakadza
1007657,1,2,6,Zimbabwe,CJ Chibhabha,caught,AT Rayudu
1007657,1,4,2,Zimbabwe,H Masakadza,bowled,
1007657,1,4,5,Zimbabwe,Sikandar Raza,caught,KL Rahul
1007657,1,4,6,Zimbabwe,CT Mutombodzi,lbw,
1007657,1,11,1,Zimbabwe,MN Waller,caught,AR Patel
1007657,1,14,4,Zimbabwe,PJ Moor,caught,AR Patel
1007657,1,16,1,Zimbabwe,E Chigumbura,bowled,
1007657,1,16,4,Zimbabwe,N Madziva,bowled,
1007657,1,19,2,Zimbabwe,AG Cremer,caught,AT Rayudu
1007659,1,3,1,India,Mandeep Singh,caught,T Maruma
1007659,1,4,3,India,KL Rahul,bowled,
1007659,1,4,4,India,MK Pandey,run out,E Chigumbura
1007659,1,12,5,India,AT Rayudu,caught,E Chigumbura
1007659,1,16,2,India,MS Dhoni,bowled,
1007659,1,18,6,India,KM Jadhav,caught,E Chigumbura
1007659,2,2,5,Zimbabwe,CJ Chibhabha,caught,YS Chahal
1007659,2,8,5,Zimbabwe,H Masakadza,lbw,
1007659,2,10,3,Zimbabwe,V Sibanda,lbw,
1007659,2,13,5,Zimbabwe,PJ Moor,caught,Mandeep Singh
1007659,2,17,1,Zimbabwe,MN Waller,caught,JJ Bumrah
1007659,2,19,8,Zimbabwe,E Chigumbura,caught,YS Chahal
1019979,1,1,3,Bangladesh,Imrul Kayes,caught,L Ronchi
1019979,1,4,4,Bangladesh,Tamim Iqbal,caught,TC Bruce
1019979,1,5,1,Bangladesh,Sabbir Rahman,caught,MJ Henry
1019979,1,5,2,Bangladesh,Soumya Sarkar,caught,CJ Anderson
1019979,1,10,4,Bangladesh,Shakib Al Hasan,caught,MJ Santner
1019979,1,15,3,Bangladesh,Mosaddek Hossain,caught,CJ Anderson
1019979,1,17,1,Bangladesh,Mashrafe Mortaza,caught,C de Grandhomme
1019979,1,19,2,Bangladesh,Mahmudullah,bowled,
1019979,2,2,3,New Zealand,NT Broom,caught,Shakib Al Hasan
1019979,2,3,2,New Zealand,C Munro,caught,Nurul Hasan
1019979,2,6,3,New Zealand,CJ Anderson,caught,Tamim Iqbal
1019979,2,10,1,New Zealand,TC Bruce,run out,Mashrafe Mortaza|Soumya Sarkar
1019981,1,0,1,New Zealand,L Ronchi,caught,Mosaddek Hossain
1019981,1,4,6,New Zealand,KS Williamson,caught,Tamim Iqbal
1019981,1,5,3,New Zealand,CJ Anderson,bowled,
1019981,1,16,4,New Zealand,C Munro,caught,Nurul Hasan
1019981,1,16,6,New Zealand,C de Grandhomme,bowled,
1019981,1,19,1,New Zealand,JDS Neesham,bowled,
1019981,1,19,5,New Zealand,MJ Santner,run out,Rubel Hossain
1019981,2,0,5,Bangladesh,Imrul Kayes,caught,TC Bruce
1019981,2,3,4,Bangladesh,Tamim Iqbal,run out,KS Williamson|C de Grandhomme
1019981,2,4,1,Bangladesh,Shakib Al Hasan,caught,JDS Neesham
1019981,2,10,6,Bangladesh,Soumya Sarkar,caught,C Munro
1019981,2,12,3,Bangladesh,Sabbir Rahman,caught,TA Boult
1019981,2,13,5,Bangladesh,Mosaddek Hossain,caught,MJ Santner
1019981,2,16,2,Bangladesh,Mahmudullah,caught,C de Grandhomme
1019981,2,16,6,Bangladesh,Mashrafe Mortaza,caught,TA Boult
1019981,2,17,1,Bangladesh,Nurul Hasan,caught,TA Boult
1019981,2,18,1,Bangladesh,Rubel Hossain,caught,TC Bruce
1019983,1,4,2,New Zealand,JDS Neesham,lbw,
1019983,1,4,6,New Zealand,C Munro,caught,Soumya Sarkar
1019983,1,6,1,New Zealand,TC Bruce,caught,Imrul Kayes
1019983,1,18,1,New Zealand,KS Williamson,bowled,
1019983,2,4,4,Bangladesh,Tamim Iqbal,caught,C de Grandhomme
1019983,2,8,3,Bangladesh,Soumya Sarkar,caught and bowled,
1019983,2,11,3,Bangladesh,Sabbir Rahman,bowled,
1019983,2,14,5,Bangladesh,Mahmudullah,bowled,
1019983,2,18,2,Bangladesh,Mosaddek Hossain,caught,C de Grandhomme
1019983,2,19,3,Bangladesh,Shakib Al Hasan,caught,CJ Anderson
1020029,1,2,4,South Africa,Q de Kock,caught,MJ Santner
1020029,1,11,1,South Africa,F du Plessis,lbw,
1020029,1,13,4,South Africa,HM Amla,caught,TC Bruce
1020029,1,15,3,South Africa,AB de Villiers,caught,BM Wheeler
1020029,1,18,1,South Africa,F Behardien,caught,CJ Anderson
1020029,1,19,5,South Africa,JP Duminy,run out,L Ronchi
1020029,2,2,1,New Zealand,GD Phillips,caught,Q de Kock
1020029,2,2,2,New Zealand,C Munro,bowled,
1020029,2,6,3,New Zealand,KS Williamson,caught,WD Parnell
1020029,2,9,3,New Zealand,CJ Anderson,caught,Q de Kock
1020029,2,10,3,New Zealand,TC Bruce,bowled,
1020029,2,10,4,New Zealand,L Ronchi,caught,Q de Kock
1020029,2,11,7,New Zealand,MJ Santner,caught,HM Amla
1020029,2,12,4,New Zealand,C de Grandhomme,caught,JP Duminy
1020029,2,14,3,New Zealand,BM Wheeler,bowled,
1020029,2,14,5,New Zealand,TG Southee,bowled,
1031431,1,0,1,South Africa,JT Smuts,bowled,
1031431,1,1,1,South Africa,RR Hendricks,caught,DJ Willey
1031431,1,4,1,South Africa,DA Miller,caught,JC Buttler
1031431,2,4,1,England,JJ Roy,lbw,
1031433,1,3,2,South Africa,RR Hendricks,bowled,
1031433,1,7,4,South Africa,M Mosehle,caught,JC Buttler
1031433,1,10,6,South Africa,JT Smuts,caught,LE Plunkett
1031433,1,13,2,South Africa,DA Miller,caught,JC Buttler
1031433,1,14,3,South Africa,AB de Villiers,caught,EJG Morgan
1031433,1,18,2,South Africa,CH Morris,caught,JJ Roy
1031433,1,18,5,South Africa,AL Phehlukwayo,bowled,
1031433,1,19,5,South Africa,F Behardien,lbw,
1031433,2,1,7,England,SW Billings,caught,DA Miller
1031433,2,13,4,England,JM Bairstow,caught,F Behardien
1031433,2,15,1,England,JJ Roy,obstructing the field,
1031433,2,17,4,England,JC Buttler,bowled,
1031433,2,18,7,England,EJG Morgan,caught,AB de Villiers
1031433,2,19,4,England,LS Livingstone,run out,M Morkel|M Mosehle|AL Phehlukwayo
1031435,1,1,6,England,JJ Roy,caught,M Mosehle
1031435,1,12,3,England,AD Hales,caught,DA Miller
1031435,1,13,3,England,DJ Malan,caught,D Paterson
1031435,1,17,4,England,SW Billings,caught,AB de Villiers
1031435,1,17,5,England,LS Livingstone,bowled,
1031435,1,18,6,England,LE Plunkett,caught,DA Miller
1031435,1,19,3,England,JC Buttler,caught,JT Smuts
1031435,1,19,4,England,DJ Willey,bowled,
1031435,2,1,6,South Africa,RR Hendricks,caught,LE Plunkett
1031435,2,4,2,South Africa,CH Morris,caught,AD Hales
1031435,2,9,1,South Africa,JT Smuts,caught,DJ Malan
1031435,2,10,6,South Africa,AB de Villiers,caught,AD Hales
1031435,2,11,3,South Africa,DA Miller,caught,JC Buttler
1031435,2,13,4,South Africa,F Behardien,caught,SW Billings
1031435,2,18,6,South Africa,M Mosehle,caught,SW Billings
1031665,1,6,3,West Indies,CH Gayle,run out,
1031665,1,10,1,West Indies,E Lewis,caught,JE Root
1031665,1,10,5,West Indies,MN Samuels,caught,JE Root
1031665,1,12,2,West Indies,KA Pollard,caught,TK Curran
1031665,1,13,4,West Indies,CAK Walton,caught,DJ Willey
1031665,1,15,1,West Indies,CR Brathwaite,bowled,
1031665,1,15,6,West Indies,SP Narine,lbw,
1031665,1,18,3,West Indies,R Powell,caught,CJ Jordan
1031665,1,19,2,West Indies,JE Taylor,lbw,
1031665,2,0,1,England,JJ Roy,caught,E Lewis
1031665,2,5,5,England,AD Hales,bowled,
1031665,2,6,3,England,JE Root,caught,CR Brathwaite
1031665,2,7,4,England,EJG Morgan,caught,E Lewis
1031665,2,14,1,England,JC Buttler,caught,R Powell
1031665,2,14,7,England,AU Rashid,caught,CAK Walton
1031665,2,15,5,England,DJ Willey,stumped,CAK Walton
1031665,2,16,2,England,JM Bairstow,caught,JN Mohammed
1031665,2,18,3,England,CJ Jordan,caught,R Powell
1031665,2,19,3,England,LE Plunkett,bowled,
1034825,1,4,3,India,KL Rahul,caught,AU Rashid
1034825,1,7,1,India,V Kohli,caught,EJG Morgan
1034825,1,10,1,India,Yuvraj Singh,caught,AU Rashid
1034825,1,12,3,India,SK Raina,bowled,
1034825,1,13,2,India,MK Pandey,lbw,
1034825,1,16,2,India,HH Pandya,caught,SW Billings
1034825,1,19,4,India,Parvez Rasool,run out,CJ Jordan|EJG Morgan
1034825,2,3,2,England,JJ Roy,bowled,
1034825,2,3,5,England,SW Billings,bowled,
1034825,2,15,2,England,EJG Morgan,caught,SK Raina
1034827,1,4,1,India,V Kohli,caught,LA Dawson
1034827,1,7,4,India,SK Raina,caught,CJ Jordan
1034827,1,10,3,India,Yuvraj Singh,lbw,
1034827,1,17,2,India,KL Rahul,caught,BA Stokes
1034827,1,18,5,India,MK Pandey,bowled,
1034827,1,19,4,India,HH Pandya,run out,CJ Jordan
1034827,1,19,6,India,A Mishra,run out,MM Ali|CJ Jordan
1034827,1,19,7,India,MS Dhoni,bowled,
1034827,2,3,1,England,SW Billings,caught,JJ Bumrah
1034827,2,3,2,England,JJ Roy,caught,SK Raina
1034827,2,10,1,England,EJG Morgan,caught,HH Pandya
1034827,2,16,5,England,BA Stokes,lbw,
1034827,2,19,1,England,JE Root,lbw,
1034827,2,19,4,England,JC Buttler,bowled,
1034829,1,1,1,India,V Kohli,run out,CJ Jordan
1034829,1,7,2,India,KL Rahul,bowled,
1034829,1,13,3,India,SK Raina,caught,EJG Morgan
1034829,1,18,1,India,Yuvraj Singh,caught,JC Buttler
1034829,1,19,3,India,MS Dhoni,caught,AU Rashid
1034829,1,19,7,India,HH Pandya,run out,BA Stokes|JC Buttler
1034829,2,1,3,England,SW Billings,caught,SK Raina
1034829,2,6,2,England,JJ Roy,caught,MS Dhoni
1034829,2,13,3,England,EJG Morgan,caught,RR Pant
1034829,2,13,4,England,JE Root,lbw,
1034829,2,14,2,England,JC Buttler,caught,V Kohli
1034829,2,15,1,England,MM Ali,caught,V Kohli
1034829,2,15,4,England,BA Stokes,caught,SK Raina
1034829,2,15,6,England,CJ Jordan,stumped,MS Dhoni
1034829,2,16,1,England,LE Plunkett,bowled,
1034829,2,16,3,England,TS Mills,caught,V Kohli
1041615,1,9,3,West Indies,J Charles,bowled,
1041615,1,15,3,West Indies,AD Russell,lbw,
1041615,1,15,5,West Indies,E Lewis,caught,R Ashwin
1041615,1,19,1,West Indies,CR Brathwaite,run out,JJ Bumrah
1041615,1,19,5,West Indies,KA Pollard,bowled,
1041615,1,19,6,West Indies,LMP Simmons,bowled,
1041615,2,2,6,India,AM Rahane,caught,DJ Bravo
1041615,2,4,4,India,V Kohli,caught,ADS Fletcher
1041615,2,11,6,India,RG Sharma,caught,J Charles
1041615,2,19,6,India,MS Dhoni,caught,MN Samuels
1041617,1,3,2,West Indies,E Lewis,caught,A Mishra
1041617,1,5,1,West Indies,J Charles,caught,AM Rahane
1041617,1,9,6,West Indies,LMP Simmons,stumped,MS Dhoni
1041617,1,10,1,West Indies,MN Samuels,caught,MS Dhoni
1041617,1,11,5,West Indies,KA Pollard,lbw,
1041617,1,12,6,West Indies,ADS Fletcher,bowled,
1041617,1,15,2,West Indies,DJ Bravo,bowled,
1041617,1,16,8,West Indies,AD Russell,caught,V Kohli
1041617,1,17,5,West Indies,CR Brathwaite,bowled,
1041617,1,19,4,West Indies,S Badree,bowled,
1043989,1,2,6,Australia,BL Mooney,caught,RH Priest
1043989,1,3,7,Australia,A Gardner,run out,LMM Tahuhu
1043989,1,16,5,Australia,MM Lanning,caught,HR Huddleston
1043989,1,19,6,Australia,AJ Blackwell,run out,AE Satterthwaite|RH Priest
1043989,2,5,2,New Zealand,RH Priest,caught,MM Lanning
1043989,2,6,4,New Zealand,AM Peterson,bowled,
1043989,2,10,4,New Zealand,SW Bates,caught,EJ Villani
1043989,2,11,2,New Zealand,KJ Martin,caught,JL Jonassen
1043989,2,12,2,New Zealand,EM Bermingham,lbw,
1043989,2,13,2,New Zealand,KT Perkins,caught,M Strano
1043989,2,13,6,New Zealand,EC Perry,stumped,AJ Healy
1043989,2,17,5,New Zealand,HR Huddleston,bowled,
1043991,1,5,2,New Zealand,RH Priest,stumped,AJ Healy
1043991,1,8,6,New Zealand,AE Satterthwaite,caught,KM Beams
1043991,1,10,6,New Zealand,KJ Martin,bowled,
1043991,1,14,2,New Zealand,SW Bates,caught and bowled,
1043991,1,15,6,New Zealand,EC Perry,run out,JL Jonassen|AJ Healy
1043991,1,16,4,New Zealand,ML Green,caught and bowled,
1043991,1,19,2,New Zealand,AM Peterson,caught,AJ Blackwell
1043991,1,19,3,New Zealand,KT Perkins,stumped,AJ Healy
1043991,1,19,5,New Zealand,LMM Tahuhu,caught,MM Lanning
1043991,2,1,5,Australia,BL Mooney,bowled,
1043991,2,3,6,Australia,A Gardner,run out,KT Perkins|RH Priest
1043991,2,5,5,Australia,MM Lanning,bowled,
1043991,2,10,6,Australia,AJ Blackwell,caught,RH Priest
1043991,2,11,2,Australia,EJ Villani,caught,SW Bates
1043991,2,12,1,Australia,JL Jonassen,caught,KT Perkins
1043991,2,12,2,Australia,AJ Healy,caught,ML Green
1043991,2,12,3,Australia,ML Schutt,caught,SW Bates
1043991,2,12,6,Australia,M Strano,run out,KT Perkins|RH Priest
1043993,1,6,2,New Zealand,RH Priest,stumped,AJ Healy
1043993,1,11,6,New Zealand,AE Satterthwaite,caught,ML Schutt
1043993,1,12,3,New Zealand,SW Bates,stumped,AJ Healy
1043993,1,12,5,New Zealand,KJ Martin,bowled,
1043993,1,12,6,New Zealand,EC Perry,lbw,
1043993,1,17,2,New Zealand,AM Peterson,run out,MM Lanning|M Strano
1043993,1,18,3,New Zealand,EM Bermingham,caught,M Strano
1043993,1,19,2,New Zealand,ML Green,caught,A Gardner
1043993,2,0,4,Australia,BL Mooney,run out,AC Kerr|LMM Tahuhu
1043993,2,3,1,Australia,MM Lanning,caught,RH Priest
1043993,2,3,3,Australia,EJ Villani,lbw,
1043993,2,4,2,Australia,A Gardner,caught,RH Priest
1043993,2,4,6,Australia,JL Jonassen,caught,EC Perry
1043993,2,9,5,Australia,AJ Healy,caught,AM Peterson
1043993,2,10,4,Australia,M Strano,caught,AC Kerr
1043993,2,11,4,Australia,ML Schutt,caught and bowled,
1043993,2,14,3,Australia,A Wellington,caught,ML Green
1043993,2,15,6,Australia,KM Beams,run out,AE Satterthwaite|RH Priest
1044211,1,1,6,Sri Lanka,GWHM Perera,caught,NE Bolton
1044211,1,5,6,Sri Lanka,AC Jayangani,run out,EJ Villani
1044211,1,7,3,Sri Lanka,HML Madushani,bowled,
1044211,1,10,2,Sri Lanka,PM Weerakkody,caught,EA Osborne
1044211,1,11,5,Sri Lanka,MGMCP Gunawardene,run out,NE Bolton
